Pedestrian_Involved,Accident Severity,Time of Day,Day of Week,Weather Conditions,Lighting Conditions,Road Type,Road Condition,Traffic Control Presence,Speed Limit (km/h),Number of Vehicles Involved
0,Serious,15:6,Monday,Hazy,Dark,State Highway,Damaged,Signs,75,3
0,Minor,11:22,Wednesday,Foggy,Dawn,National Highway,Dry,Signs,79,3
1,Serious,12:22,Wednesday,Hazy,Dusk,State Highway,Under Construction,Police Checkpost,103,5
0,Fatal,14:3,Sunday,Stormy,Daylight,Village Road,Dry,Signals,68,4
1,Minor,13:55,Tuesday,Clear,Dawn,Village Road,Wet,Signs,100,5
0,Serious,10:33,Wednesday,Hazy,Dusk,State Highway,Dry,Signs,89,4
0,Serious,20:24,Monday,Foggy,Dusk,National Highway,Dry,Signals,104,5
1,Fatal,10:23,Friday,Hazy,Dusk,State Highway,Under Construction,Signs,36,3
0,Minor,15:33,Monday,Stormy,Daylight,National Highway,Wet,Police Checkpost,99,2
0,Serious,18:51,Saturday,Clear,Dusk,National Highway,Damaged,Unknown,37,3
1,Serious,21:18,Sunday,Hazy,Daylight,Village Road,Under Construction,Signs,87,5
0,Fatal,12:50,Tuesday,Clear,Daylight,Urban Road,Dry,Police Checkpost,120,5
1,Fatal,9:45,Monday,Hazy,Dawn,National Highway,Under Construction,Police Checkpost,46,1
0,Fatal,5:0,Friday,Hazy,Dawn,Village Road,Wet,Police Checkpost,104,1
0,Minor,2:3,Tuesday,Hazy,Dark,Village Road,Damaged,Signals,94,3
1,Fatal,21:32,Wednesday,Hazy,Dark,State Highway,Damaged,Police Checkpost,111,2
0,Minor,0:38,Wednesday,Rainy,Dusk,Village Road,Under Construction,Unknown,103,3
0,Fatal,8:49,Sunday,Stormy,Dusk,Urban Road,Wet,Signals,32,4
1,Fatal,20:12,Sunday,Hazy,Dark,Urban Road,Under Construction,Signals,97,3
0,Minor,5:17,Tuesday,Rainy,Dusk,Urban Road,Wet,Unknown,72,3
0,Serious,23:12,Saturday,Stormy,Dawn,State Highway,Under Construction,Police Checkpost,61,5
0,Minor,8:52,Friday,Foggy,Dark,Village Road,Wet,Signals,102,4
0,Fatal,15:40,Wednesday,Hazy,Dusk,Urban Road,Damaged,Unknown,42,1
0,Fatal,4:7,Monday,Hazy,Dusk,Urban Road,Under Construction,Unknown,104,4
0,Serious,11:8,Monday,Rainy,Dark,Village Road,Under Construction,Police Checkpost,115,1
0,Minor,17:26,Monday,Hazy,Daylight,National Highway,Damaged,Signals,74,5
0,Serious,18:10,Saturday,Foggy,Dusk,Urban Road,Dry,Police Checkpost,68,4
0,Fatal,2:36,Monday,Hazy,Dawn,State Highway,Wet,Police Checkpost,117,2
0,Fatal,19:20,Monday,Foggy,Dark,Urban Road,Dry,Signals,67,4
0,Serious,1:55,Wednesday,Foggy,Dusk,Village Road,Dry,Signals,51,3
1,Serious,1:52,Friday,Clear,Dark,State Highway,Under Construction,Signals,98,3
0,Fatal,11:47,Monday,Clear,Daylight,State Highway,Dry,Signs,30,2
0,Minor,1:36,Tuesday,Hazy,Dawn,Village Road,Wet,Police Checkpost,47,1
0,Serious,11:23,Thursday,Hazy,Dawn,State Highway,Wet,Signals,77,2
0,Minor,21:50,Friday,Clear,Dawn,Village Road,Wet,Police Checkpost,119,1
0,Fatal,0:25,Saturday,Hazy,Dark,State Highway,Damaged,Signs,76,3
0,Fatal,19:51,Monday,Foggy,Dark,National Highway,Damaged,Unknown,60,1
0,Serious,19:22,Saturday,Hazy,Dark,State Highway,Damaged,Unknown,114,1
0,Serious,14:39,Saturday,Stormy,Daylight,National Highway,Damaged,Unknown,82,2
0,Minor,1:7,Monday,Rainy,Dawn,Village Road,Wet,Signs,41,1
1,Serious,7:21,Saturday,Foggy,Daylight,National Highway,Damaged,Unknown,60,5
0,Fatal,15:33,Thursday,Clear,Daylight,Village Road,Under Construction,Police Checkpost,75,2
0,Fatal,14:55,Friday,Clear,Dawn,Urban Road,Damaged,Signals,118,1
0,Minor,5:3,Tuesday,Stormy,Dark,Village Road,Under Construction,Police Checkpost,102,1
0,Serious,9:51,Friday,Foggy,Dark,Village Road,Wet,Signals,92,5
0,Minor,9:32,Tuesday,Foggy,Dawn,Village Road,Damaged,Unknown,72,3
0,Minor,6:21,Wednesday,Stormy,Daylight,National Highway,Wet,Signs,32,4
1,Fatal,1:47,Thursday,Rainy,Daylight,National Highway,Wet,Signs,58,1
0,Minor,1:39,Friday,Clear,Dusk,National Highway,Dry,Signs,119,4
0,Fatal,19:12,Tuesday,Clear,Dawn,National Highway,Dry,Signals,38,5
0,Fatal,22:21,Wednesday,Hazy,Dark,State Highway,Wet,Signals,60,1
0,Serious,15:29,Wednesday,Hazy,Dawn,National Highway,Dry,Signals,80,3
0,Fatal,9:39,Monday,Clear,Daylight,State Highway,Wet,Signs,55,1
0,Minor,0:16,Saturday,Stormy,Dark,Village Road,Dry,Signals,113,4
0,Minor,3:52,Thursday,Hazy,Dawn,State Highway,Wet,Police Checkpost,107,3
0,Fatal,9:35,Monday,Rainy,Dark,Urban Road,Under Construction,Signs,78,5
0,Fatal,3:22,Tuesday,Rainy,Dark,Village Road,Wet,Signs,69,3
0,Minor,14:10,Saturday,Stormy,Dark,National Highway,Dry,Signals,36,3
0,Serious,11:7,Thursday,Hazy,Dark,National Highway,Dry,Unknown,119,3
1,Minor,20:5,Thursday,Rainy,Daylight,State Highway,Dry,Signs,79,5
0,Fatal,23:35,Saturday,Foggy,Dark,State Highway,Dry,Unknown,94,2
0,Fatal,3:43,Monday,Foggy,Daylight,Urban Road,Dry,Signals,42,5
0,Minor,16:24,Saturday,Hazy,Daylight,Urban Road,Wet,Police Checkpost,83,5
0,Serious,13:31,Saturday,Clear,Dawn,Village Road,Dry,Unknown,76,5
0,Minor,6:45,Monday,Foggy,Dawn,Village Road,Under Construction,Signals,55,5
1,Serious,12:27,Sunday,Hazy,Dawn,State Highway,Damaged,Signs,106,1
0,Fatal,0:58,Saturday,Stormy,Dark,Village Road,Damaged,Police Checkpost,78,1
0,Fatal,19:37,Monday,Stormy,Dark,Urban Road,Dry,Signals,82,1
0,Fatal,10:58,Monday,Clear,Daylight,State Highway,Under Construction,Signs,40,3
0,Fatal,2:3,Friday,Foggy,Dawn,National Highway,Dry,Police Checkpost,65,3
0,Minor,10:45,Saturday,Hazy,Dusk,National Highway,Wet,Signals,35,4
0,Fatal,18:2,Thursday,Rainy,Dusk,State Highway,Dry,Signs,33,1
0,Fatal,4:53,Sunday,Rainy,Dawn,State Highway,Damaged,Police Checkpost,106,1
0,Fatal,3:23,Saturday,Foggy,Daylight,National Highway,Under Construction,Unknown,75,1
0,Minor,3:8,Thursday,Clear,Dusk,Village Road,Dry,Police Checkpost,97,4
1,Minor,8:30,Tuesday,Foggy,Dark,National Highway,Damaged,Unknown,49,2
0,Fatal,8:43,Wednesday,Foggy,Daylight,National Highway,Wet,Police Checkpost,51,1
0,Minor,3:46,Friday,Clear,Dusk,Village Road,Dry,Signals,116,4
1,Serious,6:21,Monday,Foggy,Dusk,Urban Road,Wet,Signals,75,4
0,Fatal,9:52,Monday,Rainy,Daylight,National Highway,Wet,Signs,92,4
0,Fatal,8:18,Monday,Hazy,Dusk,Village Road,Dry,Signs,102,1
0,Minor,14:14,Sunday,Stormy,Dusk,National Highway,Wet,Signals,79,4
0,Fatal,19:40,Thursday,Stormy,Dark,Urban Road,Damaged,Signals,105,4
0,Fatal,23:45,Tuesday,Clear,Dawn,National Highway,Dry,Signs,118,1
0,Fatal,11:52,Monday,Hazy,Dark,Urban Road,Wet,Signals,53,4
0,Minor,8:19,Thursday,Rainy,Dark,Urban Road,Under Construction,Police Checkpost,72,4
0,Serious,15:38,Wednesday,Rainy,Dark,State Highway,Damaged,Signs,66,2
0,Serious,21:47,Monday,Rainy,Dark,Urban Road,Wet,Police Checkpost,100,3
0,Minor,18:20,Friday,Clear,Dusk,National Highway,Under Construction,Police Checkpost,120,1
1,Fatal,15:52,Sunday,Hazy,Dawn,State Highway,Wet,Signs,111,1
0,Minor,12:43,Saturday,Foggy,Dark,State Highway,Under Construction,Police Checkpost,105,3
0,Serious,19:14,Thursday,Foggy,Daylight,State Highway,Under Construction,Unknown,81,2
0,Minor,5:5,Friday,Rainy,Dusk,National Highway,Under Construction,Signs,33,4
1,Minor,17:58,Friday,Rainy,Dark,Village Road,Under Construction,Signals,67,3
0,Serious,11:58,Friday,Rainy,Daylight,National Highway,Under Construction,Signals,84,4
0,Fatal,12:57,Wednesday,Rainy,Daylight,National Highway,Wet,Signals,41,2
1,Serious,7:53,Thursday,Rainy,Daylight,National Highway,Wet,Police Checkpost,37,2
0,Fatal,10:34,Tuesday,Rainy,Dawn,National Highway,Wet,Police Checkpost,108,2
0,Serious,3:34,Saturday,Hazy,Dawn,Village Road,Under Construction,Police Checkpost,48,2
0,Minor,23:56,Thursday,Foggy,Dusk,National Highway,Dry,Police Checkpost,73,5
0,Fatal,11:48,Wednesday,Clear,Daylight,State Highway,Dry,Police Checkpost,60,2
0,Fatal,22:2,Sunday,Stormy,Dusk,Urban Road,Dry,Unknown,96,1
0,Fatal,11:10,Friday,Foggy,Daylight,Village Road,Dry,Signs,86,5
0,Serious,16:34,Sunday,Hazy,Dark,State Highway,Dry,Signals,40,3
0,Minor,2:5,Wednesday,Rainy,Dark,State Highway,Wet,Police Checkpost,73,3
0,Minor,10:38,Thursday,Clear,Dark,State Highway,Damaged,Signals,88,1
0,Fatal,2:16,Wednesday,Rainy,Daylight,Urban Road,Wet,Police Checkpost,106,3
1,Fatal,2:41,Monday,Foggy,Dark,State Highway,Dry,Signs,74,1
1,Serious,7:38,Monday,Stormy,Dark,State Highway,Wet,Signs,83,4
0,Serious,18:16,Monday,Clear,Dawn,National Highway,Dry,Signs,54,2
0,Fatal,17:7,Friday,Hazy,Dawn,Village Road,Wet,Police Checkpost,33,5
0,Fatal,4:36,Friday,Clear,Dusk,Urban Road,Damaged,Signs,113,4
0,Fatal,23:43,Saturday,Foggy,Dawn,National Highway,Under Construction,Signals,101,4
0,Fatal,2:41,Monday,Stormy,Dusk,Village Road,Under Construction,Police Checkpost,89,1
1,Minor,17:54,Wednesday,Hazy,Dark,Village Road,Under Construction,Signals,112,3
0,Fatal,12:34,Saturday,Stormy,Dawn,Village Road,Under Construction,Unknown,49,2
0,Minor,11:33,Monday,Rainy,Dusk,Urban Road,Under Construction,Signals,30,5
0,Serious,17:30,Wednesday,Stormy,Dark,National Highway,Damaged,Police Checkpost,48,5
0,Fatal,4:53,Saturday,Rainy,Dawn,Urban Road,Wet,Police Checkpost,33,5
0,Fatal,13:16,Saturday,Clear,Dusk,National Highway,Wet,Unknown,32,2
0,Fatal,1:39,Friday,Rainy,Dusk,State Highway,Dry,Police Checkpost,112,4
1,Minor,21:20,Monday,Stormy,Dusk,Village Road,Damaged,Police Checkpost,65,5
0,Minor,1:59,Friday,Stormy,Dawn,State Highway,Under Construction,Police Checkpost,49,2
0,Minor,11:38,Friday,Clear,Dark,State Highway,Dry,Signals,32,3
0,Fatal,10:13,Monday,Hazy,Dusk,State Highway,Wet,Signs,57,1
0,Fatal,2:8,Tuesday,Stormy,Dawn,National Highway,Wet,Signs,47,1
0,Minor,16:20,Tuesday,Foggy,Dawn,Village Road,Under Construction,Unknown,94,1
0,Serious,18:8,Thursday,Rainy,Dawn,National Highway,Under Construction,Police Checkpost,115,1
0,Serious,2:12,Monday,Rainy,Dark,National Highway,Under Construction,Unknown,64,5
0,Minor,11:49,Monday,Hazy,Dusk,National Highway,Under Construction,Signs,105,1
1,Serious,21:37,Wednesday,Rainy,Daylight,Village Road,Dry,Police Checkpost,105,3
0,Fatal,21:55,Friday,Hazy,Dusk,Village Road,Wet,Signals,39,3
0,Minor,3:43,Friday,Hazy,Dark,National Highway,Under Construction,Police Checkpost,87,1
1,Fatal,7:25,Thursday,Hazy,Daylight,National Highway,Damaged,Signs,95,2
0,Fatal,16:58,Thursday,Hazy,Dusk,Village Road,Under Construction,Signals,41,3
0,Minor,13:19,Friday,Rainy,Dawn,National Highway,Dry,Signs,89,2
0,Minor,14:18,Monday,Hazy,Daylight,National Highway,Wet,Police Checkpost,77,4
0,Fatal,22:6,Sunday,Clear,Daylight,Urban Road,Damaged,Signs,85,4
0,Serious,12:22,Tuesday,Hazy,Daylight,State Highway,Dry,Signs,111,2
0,Fatal,7:10,Wednesday,Stormy,Daylight,Urban Road,Damaged,Unknown,86,5
0,Serious,0:39,Tuesday,Clear,Dusk,Village Road,Damaged,Signs,82,4
0,Serious,10:59,Friday,Stormy,Dark,State Highway,Wet,Signals,43,2
0,Fatal,11:27,Sunday,Rainy,Daylight,Village Road,Under Construction,Signs,108,3
0,Fatal,6:31,Friday,Rainy,Dusk,National Highway,Damaged,Signals,70,1
0,Serious,1:19,Friday,Rainy,Dark,Village Road,Under Construction,Signals,64,1
0,Fatal,17:55,Wednesday,Hazy,Dusk,Urban Road,Wet,Signals,86,4
0,Fatal,23:55,Monday,Stormy,Daylight,National Highway,Wet,Police Checkpost,57,4
0,Fatal,4:19,Friday,Stormy,Daylight,Village Road,Dry,Signals,49,3
0,Minor,1:28,Wednesday,Hazy,Dusk,State Highway,Dry,Signals,78,1
0,Serious,2:43,Tuesday,Stormy,Daylight,National Highway,Dry,Signals,71,1
0,Minor,1:52,Wednesday,Hazy,Dark,Village Road,Wet,Signals,75,1
0,Serious,16:54,Sunday,Clear,Daylight,Village Road,Wet,Unknown,80,3
0,Serious,11:26,Wednesday,Hazy,Dark,Urban Road,Wet,Unknown,65,2
0,Minor,3:22,Sunday,Stormy,Dusk,Urban Road,Dry,Unknown,38,1
0,Serious,4:39,Friday,Hazy,Dawn,Village Road,Dry,Signs,80,4
0,Minor,15:1,Monday,Foggy,Daylight,Urban Road,Under Construction,Signals,60,2
0,Fatal,7:52,Tuesday,Hazy,Dawn,Village Road,Wet,Signals,103,2
0,Serious,20:27,Monday,Foggy,Dawn,State Highway,Dry,Signals,54,2
0,Serious,3:23,Monday,Foggy,Dawn,Urban Road,Damaged,Signals,48,5
0,Fatal,21:33,Wednesday,Clear,Dark,Village Road,Under Construction,Signs,93,2
0,Fatal,1:20,Thursday,Hazy,Dawn,National Highway,Dry,Police Checkpost,62,1
1,Serious,2:56,Monday,Hazy,Dusk,National Highway,Dry,Police Checkpost,63,2
0,Minor,9:27,Sunday,Clear,Dusk,Urban Road,Wet,Signs,96,3
0,Fatal,21:54,Saturday,Hazy,Dusk,National Highway,Damaged,Signs,59,5
0,Fatal,1:25,Thursday,Stormy,Dawn,Village Road,Dry,Police Checkpost,40,3
0,Serious,18:23,Wednesday,Stormy,Dusk,National Highway,Wet,Unknown,30,5
0,Fatal,21:45,Thursday,Foggy,Dawn,Village Road,Wet,Unknown,51,3
1,Fatal,22:18,Sunday,Foggy,Dark,National Highway,Under Construction,Signs,60,1
0,Serious,7:24,Friday,Rainy,Dusk,State Highway,Wet,Signs,94,2
0,Fatal,23:14,Tuesday,Stormy,Daylight,Urban Road,Under Construction,Signs,59,2
0,Minor,17:41,Monday,Clear,Dusk,National Highway,Damaged,Unknown,99,1
1,Fatal,23:9,Tuesday,Hazy,Dark,State Highway,Under Construction,Police Checkpost,57,1
0,Fatal,8:45,Tuesday,Foggy,Dark,Urban Road,Damaged,Signs,117,5
1,Minor,8:8,Tuesday,Clear,Daylight,Urban Road,Dry,Police Checkpost,35,5
0,Serious,7:42,Thursday,Stormy,Daylight,State Highway,Dry,Unknown,39,2
1,Minor,19:16,Thursday,Clear,Dawn,National Highway,Wet,Police Checkpost,35,2
0,Minor,1:15,Monday,Clear,Dusk,State Highway,Under Construction,Signs,74,5
0,Minor,11:19,Tuesday,Stormy,Daylight,Urban Road,Wet,Unknown,99,1
0,Serious,23:41,Sunday,Foggy,Dawn,Village Road,Damaged,Police Checkpost,35,4
0,Fatal,23:49,Wednesday,Hazy,Daylight,National Highway,Under Construction,Signs,47,3
0,Fatal,16:30,Thursday,Foggy,Dark,State Highway,Dry,Signs,119,3
0,Serious,14:19,Friday,Rainy,Daylight,State Highway,Wet,Signs,106,5
1,Serious,16:20,Tuesday,Stormy,Daylight,National Highway,Wet,Police Checkpost,111,5
0,Serious,11:6,Wednesday,Rainy,Daylight,Urban Road,Damaged,Police Checkpost,80,3
0,Minor,18:31,Wednesday,Rainy,Daylight,State Highway,Dry,Police Checkpost,77,4
0,Minor,21:38,Tuesday,Clear,Dark,National Highway,Dry,Unknown,50,2
0,Serious,13:2,Sunday,Rainy,Dusk,Village Road,Damaged,Signals,79,1
0,Fatal,13:25,Tuesday,Stormy,Dark,Urban Road,Dry,Police Checkpost,106,4
0,Fatal,6:6,Friday,Stormy,Daylight,Village Road,Under Construction,Police Checkpost,80,5
0,Serious,23:11,Friday,Hazy,Dawn,State Highway,Wet,Signals,48,3
0,Minor,6:1,Sunday,Rainy,Dusk,Village Road,Dry,Signals,107,4
0,Serious,3:21,Sunday,Rainy,Dawn,Urban Road,Wet,Police Checkpost,49,5
0,Minor,22:38,Tuesday,Stormy,Dawn,Village Road,Under Construction,Unknown,114,5
0,Minor,3:47,Saturday,Stormy,Dawn,Urban Road,Dry,Signals,37,1
0,Fatal,5:52,Tuesday,Clear,Dawn,State Highway,Damaged,Signs,60,3
0,Fatal,2:37,Sunday,Foggy,Dawn,Urban Road,Dry,Signals,64,5
0,Serious,6:46,Friday,Clear,Dawn,State Highway,Damaged,Unknown,60,4
0,Serious,3:2,Monday,Hazy,Dusk,National Highway,Under Construction,Signals,40,5
1,Fatal,4:2,Monday,Clear,Dusk,Urban Road,Dry,Unknown,83,1
0,Fatal,3:10,Thursday,Foggy,Daylight,Urban Road,Damaged,Signals,75,5
0,Serious,21:22,Thursday,Stormy,Daylight,State Highway,Damaged,Police Checkpost,106,4
0,Fatal,12:52,Friday,Hazy,Dusk,Urban Road,Dry,Signs,34,3
0,Fatal,5:0,Saturday,Stormy,Dusk,Urban Road,Under Construction,Unknown,56,1
0,Fatal,18:34,Tuesday,Rainy,Daylight,State Highway,Under Construction,Signals,94,1
0,Serious,19:43,Friday,Foggy,Daylight,State Highway,Damaged,Signals,49,1
0,Serious,4:56,Wednesday,Stormy,Daylight,Village Road,Damaged,Signs,49,3
0,Minor,9:14,Thursday,Clear,Dark,National Highway,Damaged,Unknown,87,2
0,Serious,18:33,Saturday,Stormy,Dark,State Highway,Wet,Police Checkpost,106,4
1,Serious,1:5,Sunday,Stormy,Dusk,National Highway,Under Construction,Signs,83,3
0,Fatal,23:30,Friday,Foggy,Dusk,Village Road,Wet,Signs,56,1
0,Serious,13:23,Wednesday,Foggy,Dawn,Urban Road,Damaged,Police Checkpost,80,2
0,Serious,6:1,Monday,Stormy,Dark,State Highway,Dry,Signals,102,2
0,Fatal,21:24,Friday,Clear,Dusk,Village Road,Under Construction,Police Checkpost,79,3
0,Fatal,8:34,Wednesday,Rainy,Dark,Urban Road,Dry,Unknown,119,4
0,Serious,14:16,Sunday,Clear,Dawn,Village Road,Wet,Signals,77,3
0,Minor,23:26,Friday,Rainy,Daylight,Village Road,Damaged,Signs,120,2
1,Serious,4:43,Friday,Hazy,Dark,Village Road,Damaged,Unknown,57,1
0,Minor,16:11,Friday,Stormy,Dusk,Urban Road,Damaged,Unknown,67,5
0,Serious,0:34,Wednesday,Foggy,Daylight,Urban Road,Wet,Signs,116,4
0,Serious,2:51,Monday,Foggy,Dawn,State Highway,Dry,Police Checkpost,100,1
1,Minor,21:48,Saturday,Clear,Daylight,Urban Road,Damaged,Unknown,82,4
1,Minor,17:16,Thursday,Stormy,Dusk,Village Road,Wet,Police Checkpost,53,1
0,Fatal,7:22,Wednesday,Stormy,Dark,State Highway,Under Construction,Police Checkpost,115,2
0,Fatal,1:16,Wednesday,Clear,Dawn,National Highway,Under Construction,Unknown,119,4
1,Serious,2:55,Wednesday,Stormy,Dusk,National Highway,Dry,Unknown,100,5
0,Minor,9:6,Wednesday,Foggy,Daylight,Village Road,Dry,Police Checkpost,87,2
1,Minor,4:0,Saturday,Foggy,Dawn,State Highway,Damaged,Signs,70,1
0,Serious,15:56,Saturday,Stormy,Daylight,National Highway,Under Construction,Signals,45,2
0,Fatal,12:17,Thursday,Clear,Daylight,Village Road,Damaged,Signs,107,3
0,Fatal,4:24,Thursday,Stormy,Dusk,Village Road,Wet,Signs,105,3
0,Serious,20:25,Sunday,Rainy,Dawn,Village Road,Damaged,Signals,82,2
0,Serious,15:47,Friday,Clear,Dusk,Urban Road,Under Construction,Signs,57,1
0,Serious,16:12,Saturday,Foggy,Dusk,Village Road,Dry,Signs,39,2
0,Fatal,10:26,Saturday,Rainy,Dark,Village Road,Under Construction,Signs,37,1
0,Minor,11:58,Sunday,Clear,Dark,National Highway,Wet,Unknown,63,2
1,Fatal,9:33,Saturday,Hazy,Dusk,State Highway,Under Construction,Signals,84,2
1,Serious,19:22,Saturday,Foggy,Daylight,State Highway,Dry,Signs,119,4
0,Serious,19:59,Tuesday,Hazy,Dark,National Highway,Dry,Signs,96,3
0,Minor,2:11,Sunday,Clear,Dark,Urban Road,Damaged,Signals,99,5
0,Minor,2:53,Sunday,Clear,Dawn,Urban Road,Dry,Police Checkpost,108,2
0,Serious,6:2,Wednesday,Stormy,Daylight,Village Road,Wet,Signs,61,3
0,Serious,15:21,Wednesday,Clear,Daylight,Urban Road,Wet,Signs,54,1
0,Minor,15:25,Friday,Stormy,Dusk,Urban Road,Dry,Signs,70,5
0,Minor,8:7,Tuesday,Stormy,Dusk,National Highway,Wet,Signals,87,4
0,Minor,1:48,Thursday,Foggy,Dawn,Village Road,Under Construction,Signals,58,5
0,Minor,21:6,Monday,Rainy,Dark,Village Road,Wet,Unknown,70,5
0,Minor,17:14,Tuesday,Foggy,Dusk,Urban Road,Dry,Police Checkpost,50,3
1,Fatal,8:21,Sunday,Hazy,Dusk,National Highway,Under Construction,Signs,51,5
0,Minor,4:7,Tuesday,Hazy,Dark,State Highway,Under Construction,Police Checkpost,40,2
0,Serious,1:10,Wednesday,Foggy,Dusk,National Highway,Dry,Police Checkpost,32,2
0,Minor,0:32,Friday,Foggy,Daylight,State Highway,Dry,Signals,107,2
0,Minor,23:13,Friday,Stormy,Dawn,Village Road,Dry,Unknown,33,4
0,Fatal,3:13,Monday,Stormy,Dusk,National Highway,Damaged,Signals,58,3
0,Serious,8:19,Saturday,Hazy,Dusk,National Highway,Under Construction,Police Checkpost,56,4
0,Minor,4:55,Wednesday,Stormy,Daylight,Urban Road,Damaged,Unknown,116,1
1,Fatal,23:43,Friday,Stormy,Dark,Village Road,Damaged,Signs,64,1
1,Minor,23:44,Monday,Rainy,Dark,State Highway,Damaged,Signals,51,5
0,Fatal,2:36,Tuesday,Rainy,Daylight,Village Road,Damaged,Signs,48,4
0,Fatal,11:14,Saturday,Stormy,Dark,National Highway,Wet,Police Checkpost,71,1
1,Serious,11:9,Friday,Hazy,Dawn,National Highway,Wet,Unknown,43,5
1,Fatal,23:33,Thursday,Rainy,Dark,National Highway,Wet,Signs,79,2
0,Fatal,22:20,Wednesday,Hazy,Dawn,State Highway,Wet,Police Checkpost,37,4
1,Serious,0:51,Sunday,Clear,Dusk,Village Road,Under Construction,Police Checkpost,115,4
1,Minor,15:23,Saturday,Foggy,Daylight,Urban Road,Damaged,Police Checkpost,69,4
0,Minor,12:26,Tuesday,Foggy,Dusk,Urban Road,Dry,Signs,104,1
0,Fatal,8:8,Friday,Rainy,Daylight,National Highway,Damaged,Police Checkpost,104,4
0,Serious,21:46,Wednesday,Foggy,Dusk,Village Road,Wet,Police Checkpost,33,5
0,Serious,19:57,Friday,Hazy,Dusk,State Highway,Under Construction,Police Checkpost,107,3
1,Minor,2:34,Wednesday,Hazy,Dawn,State Highway,Under Construction,Signs,88,2
1,Minor,6:29,Wednesday,Hazy,Dusk,Village Road,Wet,Signals,65,1
0,Minor,1:25,Friday,Rainy,Dusk,National Highway,Dry,Police Checkpost,30,2
0,Minor,20:28,Friday,Stormy,Dawn,Village Road,Damaged,Signs,105,5
0,Fatal,4:55,Thursday,Clear,Daylight,Urban Road,Dry,Signs,85,1
1,Serious,15:38,Saturday,Clear,Dark,Urban Road,Damaged,Signals,59,1
0,Serious,7:2,Monday,Hazy,Dusk,State Highway,Dry,Police Checkpost,50,3
0,Minor,3:9,Tuesday,Clear,Dusk,National Highway,Wet,Signs,65,4
1,Fatal,20:27,Saturday,Rainy,Dawn,Village Road,Under Construction,Signs,54,2
0,Serious,13:34,Friday,Stormy,Dusk,Village Road,Dry,Signals,111,4
0,Fatal,21:52,Tuesday,Hazy,Dusk,Village Road,Dry,Signals,118,1
0,Minor,5:24,Sunday,Rainy,Dawn,Urban Road,Dry,Unknown,38,3
0,Serious,10:6,Friday,Rainy,Dawn,Urban Road,Damaged,Police Checkpost,39,2
0,Serious,6:29,Wednesday,Stormy,Dusk,Village Road,Wet,Signals,35,5
0,Minor,12:28,Tuesday,Rainy,Dusk,Village Road,Wet,Signs,54,2
1,Fatal,2:7,Saturday,Clear,Dusk,State Highway,Dry,Signs,44,2
0,Fatal,22:40,Saturday,Stormy,Dawn,Urban Road,Wet,Unknown,110,2
1,Fatal,19:28,Thursday,Stormy,Daylight,National Highway,Wet,Signals,65,1
0,Serious,19:57,Thursday,Stormy,Dusk,Village Road,Dry,Police Checkpost,95,5
0,Serious,12:36,Monday,Stormy,Daylight,State Highway,Dry,Unknown,86,3
0,Serious,18:47,Wednesday,Stormy,Dusk,State Highway,Dry,Signs,82,1
0,Serious,12:6,Saturday,Clear,Dawn,Urban Road,Dry,Police Checkpost,71,2
0,Fatal,21:48,Tuesday,Foggy,Dawn,National Highway,Damaged,Police Checkpost,48,4
0,Minor,10:34,Wednesday,Hazy,Dark,Urban Road,Wet,Signs,42,5
0,Serious,15:12,Wednesday,Rainy,Dusk,Urban Road,Under Construction,Signs,102,3
0,Minor,19:10,Tuesday,Clear,Dusk,National Highway,Under Construction,Signs,73,2
0,Minor,17:19,Thursday,Clear,Dusk,National Highway,Damaged,Signs,98,1
0,Serious,19:5,Saturday,Stormy,Daylight,Urban Road,Damaged,Unknown,76,4
0,Serious,15:15,Tuesday,Clear,Dark,National Highway,Under Construction,Signals,83,3
0,Minor,19:28,Sunday,Rainy,Dawn,National Highway,Dry,Signs,76,5
0,Minor,1:18,Tuesday,Rainy,Daylight,Urban Road,Under Construction,Unknown,103,1
0,Fatal,8:8,Sunday,Clear,Daylight,Village Road,Wet,Signals,87,5
0,Minor,7:11,Sunday,Rainy,Dark,State Highway,Damaged,Unknown,36,5
0,Serious,1:34,Wednesday,Rainy,Daylight,National Highway,Damaged,Unknown,47,2
0,Minor,20:5,Monday,Stormy,Dark,Village Road,Dry,Signs,113,5
0,Minor,20:28,Friday,Foggy,Daylight,National Highway,Wet,Signs,64,3
1,Fatal,10:57,Thursday,Foggy,Dark,Village Road,Wet,Signals,113,2
0,Serious,19:34,Saturday,Rainy,Daylight,State Highway,Wet,Signals,37,1
0,Fatal,8:12,Wednesday,Hazy,Dusk,State Highway,Wet,Signs,80,4
1,Serious,6:56,Friday,Rainy,Dawn,State Highway,Wet,Police Checkpost,30,2
0,Fatal,23:54,Monday,Foggy,Daylight,State Highway,Dry,Unknown,94,2
0,Serious,9:37,Saturday,Foggy,Dark,Village Road,Dry,Signs,101,3
0,Minor,23:21,Tuesday,Stormy,Dusk,National Highway,Dry,Police Checkpost,71,3
0,Minor,21:54,Wednesday,Stormy,Dark,State Highway,Dry,Unknown,92,4
0,Minor,3:43,Thursday,Clear,Dusk,Urban Road,Wet,Unknown,97,5
1,Serious,22:25,Thursday,Foggy,Dusk,Urban Road,Damaged,Signs,48,4
0,Fatal,0:47,Wednesday,Stormy,Dark,State Highway,Dry,Signals,112,3
